0.001, 1.000, 0.000, 10.0, 10.5, 1e+06, 0.114, 0.114, 1.3697e+07, 1.3697e+07, 1.6361e+29, 0.0000, 1.223e+25, 7.743e+23, 1.578e+21
0.001, 1.000, 0.000, 12.0, 12.6, 1e+06, 0.114, 0.114, 1.9724e+07, 1.9724e+07, 2.3560e+29, 0.0000, 1.223e+25, 1.181e+24, 3.496e+19
0.001, 1.000, 0.000, 15.0, 15.7, 1e+06, 0.114, 0.114, 3.0819e+07, 3.0819e+07, 3.6813e+29, 0.0000, 1.223e+25, 2.057e+24, 1.46e+13
0.001, 1.000, 0.260, 1.0, 1.0, 1e+06, 0.114, 0.114, 1.3697e+05, 1.2444e+05, 1.4864e+27, 0.9913, 1.063e+23, 4.886e+20, nan
0.001, 1.000, 0.260, 3.0, 3.1, 1e+06, 0.114, 0.114, 1.2328e+06, 1.1200e+06, 1.3378e+28, 0.2224, 5.459e+24, 4.494e+22, 1.149e+21
0.001, 1.000, 0.260, 5.0, 5.2, 1e+06, 0.114, 0.114, 3.4243e+06, 3.1110e+06, 3.7160e+28, 0.0883, 9.346e+24, 1.77e+23, 2.555e+21
0.001, 1.000, 0.260, 7.5, 7.9, 1e+06, 0.114, 0.114, 7.7047e+06, 6.9998e+06, 8.3611e+28, 0.0050, 1.17e+25, 2.973e+23, 2.431e+21
0.001, 1.000, 0.260, 8.0, 8.4, 1e+06, 0.114, 0.114, 8.7663e+06, 7.9642e+06, 9.5131e+28, 0.0042, 1.181e+25, 3.451e+23, 1.855e+21
0.001, 1.000, 0.500, 1.0, 1.0, 1e+06, 0.114, 0.114, 1.3697e+05, 9.1315e+04, 1.0907e+27, 0.9910, 4.499e+22, 1.123e+20, 1.208e+17
0.001, 1.000, 0.500, 3.0, 3.1, 1e+06, 0.114, 0.114, 1.2328e+06, 8.2184e+05, 9.8167e+27, 0.3300, 3.885e+24, 2.617e+22, 7.967e+20
0.001, 1.000, 0.500, 5.0, 5.2, 1e+06, 0.114, 0.114, 3.4243e+06, 2.2829e+06, 2.7269e+28, 0.2596, 5.845e+24, 9.351e+22, 2.152e+21
0.001, 1.000, 0.500, 7.5, 7.9, 1e+06, 0.114, 0.114, 7.7047e+06, 5.1365e+06, 6.1354e+28, 0.0106, 1.136e+25, 2.327e+23, 2.316e+21
0.001, 1.000, 0.500, 8.0, 8.4, 1e+06, 0.114, 0.114, 8.7663e+06, 5.8442e+06, 6.9807e+28, 0.0062, 1.17e+25, 2.682e+23, 2.282e+21
0.001, 1.000, 0.500, 10.0, 10.5, 1e+06, 0.114, 0.114, 1.3697e+07, 9.1315e+06, 1.0907e+29, 0.0008, 1.217e+25, 4.468e+23, 2.948e+21
0.001, 1.000, 0.500, 12.0, 12.6, 1e+06, 0.114, 0.114, 1.9724e+07, 1.3149e+07, 1.5707e+29, 0.0000, 1.223e+25, 6.511e+23, 1.341e+21
0.001, 1.000, 0.500, 15.0, 15.7, 1e+06, 0.114, 0.114, 3.0819e+07, 2.0546e+07, 2.4542e+29, 0.0000, 1.223e+25, 1.092e+24, 1.469e+20
0.001, 1.000, 0.707, 1.0, 1.0, 1e+06, 0.114, 0.114, 1.3697e+05, 4.7027e+04, 5.6172e+26, 0.9946, 2.898e+22, 4e+19, 1.478e+19
0.001, 1.000, 0.707, 3.0, 3.1, 1e+06, 0.114, 0.114, 1.2328e+06, 4.2324e+05, 5.0555e+27, 0.4300, 1.648e+24, 1.03e+22, 2.764e+20
0.001, 1.000, 0.707, 5.0, 5.2, 1e+06, 0.114, 0.114, 3.4243e+06, 1.1757e+06, 1.4043e+28, 0.3392, 3.872e+24, 3.935e+22, 7.771e+20
0.001, 1.000, 0.707, 7.5, 7.9, 1e+06, 0.114, 0.114, 7.7047e+06, 2.6452e+06, 3.1597e+28, 0.2765, 5.128e+24, 7.253e+22, 1.178e+21
0.001, 1.000, 0.707, 8.0, 8.4, 1e+06, 0.114, 0.114, 8.7663e+06, 3.0097e+06, 3.5950e+28, 0.2507, 5.919e+24, 8.399e+22, 1.53e+21
0.001, 1.000, 0.707, 10.0, 10.5, 1e+06, 0.114, 0.114, 1.3697e+07, 4.7027e+06, 5.6172e+28, 0.1729, 7.626e+24, 1.568e+23, 2.312e+21
0.001, 1.000, 0.707, 12.0, 12.6, 1e+06, 0.114, 0.114, 1.9724e+07, 6.7718e+06, 8.0888e+28, 0.1139, 9.158e+24, 2.483e+23, 2.016e+21
0.001, 1.000, 0.707, 15.0, 15.7, 1e+06, 0.114, 0.114, 3.0819e+07, 1.0581e+07, 1.2639e+29, 0.0517, 1.061e+25, 4.822e+23, 2.063e+21
